-190;74;-81;1597558699027;world_nether
-120;72;-91;1597556929182;world_nether
-114;72;-91;1597556889137;world_nether
-120;72;-88;1597556922156;world_nether
-190;74;-77;1597558703372;world_nether
-180;72;-91;1597557082859;world_nether
-114;72;-88;1597556881904;world_nether
-174;72;-91;1597557073419;world_nether
-180;72;-88;1597557080126;world_nether
-190;74;-73;1597558713978;world_nether
-174;72;-88;1597557070707;world_nether
-108;72;-91;1597553979958;world_nether
-190;74;-69;1597558719623;world_nether
-190;74;-65;1597558723786;world_nether
-190;74;-1;1597558786381;world_nether
-108;72;-88;1597553983386;world_nether
-168;72;-91;1597557062806;world_nether
-162;72;-91;1597557057930;world_nether
-168;72;-88;1597557065504;world_nether
-162;72;-88;1597557051958;world_nether
-96;72;-91;1597553927855;world_nether
-90;72;-91;1597553906163;world_nether
-96;72;-88;1597553936711;world_nether
-156;72;-91;1597557045054;world_nether
-90;72;-88;1597553908769;world_nether
-150;72;-91;1597556979506;world_nether
-156;72;-88;1597557046417;world_nether
-150;72;-88;1597556980834;world_nether
-144;72;-91;1597556970053;world_nether
-138;72;-91;1597556956462;world_nether
-144;72;-88;1597556971205;world_nether
-8;72;-88;1597553438612;world_nether
-138;72;-88;1597556957454;world_nether
-72;72;-91;1597553517372;world_nether
-66;72;-91;1597553490064;world_nether
-8;72;-91;1597553373920;world_nether
-72;72;-88;1597553508063;world_nether
-132;72;-91;1597556950679;world_nether
-66;72;-88;1597553482570;world_nether
-126;72;-91;1597556943554;world_nether
-132;72;-88;1597556951958;world_nether
-126;72;-88;1597556944661;world_nether
-186;72;-91;1597557090664;world_nether
-190;74;-85;1597558693956;world_nether
