775;88;-605;1597326306218;world
787;80;-626;1597328017927;world
711;73;-594;1597285975736;world
787;80;-621;1597327876932;world
712;75;-597;1597287026606;world
768;75;-636;1597329473174;world
729;77;-594;1597458648057;world
782;87;-636;1597330794129;world
786;78;-616;1597332797939;world
727;73;-594;1597285971943;world
787;80;-616;1597327822944;world
771;79;-565;1597291808862;world
787;80;-611;1597327028808;world
786;78;-611;1597327989271;world
729;78;-614;1597458690402;world
787;80;-605;1597326318209;world
787;81;-636;1597328144226;world
713;77;-609;1597459945955;world
712;75;-611;1597287039554;world
711;73;-614;1597285978590;world
786;79;-631;1597332726244;world
787;81;-631;1597328124465;world
787;81;-626;1597328018522;world
786;79;-626;1597328202326;world
774;88;-636;1597330766329;world
782;87;-611;1597327091258;world
786;79;-621;1597331392113;world
787;81;-621;1597327914324;world
712;74;-597;1597287026153;world
768;76;-636;1597329473356;world
729;78;-594;1597458695464;world
787;81;-616;1597327823131;world
782;87;-605;1597326310713;world
782;88;-636;1597329004518;world
786;79;-616;1597332787995;world
768;76;-631;1597329462614;world
771;80;-565;1597291807207;world
786;79;-611;1597327993624;world
787;81;-611;1597327029206;world
713;76;-609;1597459943861;world
712;74;-611;1597287039058;world
714;78;-609;1597460011919;world
787;81;-605;1597326318608;world
787;82;-636;1597328156773;world
726;73;-614;1597285982063;world
714;78;-610;1597460012918;world
787;82;-631;1597328125681;world
786;80;-631;1597331700108;world
786;80;-626;1597328202927;world
787;82;-626;1597328018979;world
776;88;-605;1597326306913;world
787;78;-626;1597328016976;world
710;73;-594;1597285976690;world
787;78;-621;1597327876532;world
712;77;-597;1597457022162;world
729;75;-594;1597286544897;world
783;87;-636;1597330795021;world
728;73;-594;1597285971741;world
783;87;-635;1597331551768;world
783;87;-634;1597331547531;world
787;78;-616;1597327799573;world
783;87;-633;1597331547075;world
783;87;-632;1597331545631;world
783;87;-631;1597331545067;world
787;78;-611;1597327028408;world
783;87;-630;1597331544518;world
783;87;-629;1597331544016;world
783;87;-628;1597331543517;world
783;87;-627;1597331542966;world
783;87;-626;1597331542467;world
729;76;-614;1597286554550;world
783;87;-625;1597331541867;world
787;78;-605;1597326354360;world
787;79;-636;1597328143225;world
783;87;-624;1597331541379;world
783;87;-623;1597331540823;world
712;77;-611;1597457052052;world
710;73;-614;1597285978309;world
783;87;-622;1597331540268;world
783;87;-621;1597331539727;world
783;87;-620;1597331539226;world
783;87;-619;1597331538670;world
783;87;-618;1597331535821;world
787;79;-631;1597328123466;world
783;87;-617;1597331534482;world
783;87;-616;1597331533862;world
783;87;-615;1597331533369;world
787;79;-626;1597328017377;world
783;87;-614;1597331532821;world
783;87;-613;1597331532628;world
775;88;-636;1597330436285;world
783;87;-612;1597331531722;world
783;87;-611;1597327087609;world
783;87;-610;1597331834316;world
783;87;-609;1597331838819;world
783;87;-608;1597331837618;world
787;79;-621;1597327876731;world
783;87;-607;1597331851365;world
712;76;-597;1597287027109;world
783;87;-606;1597331850963;world
729;76;-594;1597286545415;world
783;87;-605;1597326311411;world
787;79;-616;1597327822730;world
780;81;-605;1597326536212;world
771;78;-565;1597291808359;world
787;79;-611;1597327028606;world
729;77;-614;1597458656662;world
713;78;-609;1597460012392;world
727;73;-614;1597285982284;world
712;76;-611;1597287040203;world
787;79;-605;1597326357906;world
787;80;-636;1597328143635;world
787;80;-631;1597328123882;world
772;87;-636;1597330747632;world
690;69;-637;1604085516318;world
717;73;-594;1597285974344;world
772;87;-635;1597331923864;world
772;87;-634;1597331923268;world
786;82;-621;1597331395024;world
772;87;-633;1597331922464;world
768;78;-605;1597326291216;world
768;79;-636;1597329693265;world
772;87;-632;1597331921770;world
726;75;-597;1597286918583;world
772;87;-631;1597331921015;world
709;73;-594;1597285952809;world
786;82;-616;1597328224078;world
771;85;-631;1597331346619;world
772;87;-630;1597331920564;world
709;73;-595;1597285954235;world
781;88;-605;1597326310008;world
770;83;-631;1597331346068;world
772;87;-629;1597331626862;world
709;73;-596;1597285954590;world
769;81;-631;1597331360818;world
772;87;-628;1597331598119;world
709;73;-597;1597285954941;world
725;73;-594;1597285972358;world
768;79;-631;1597329546965;world
772;87;-627;1597331597611;world
709;73;-598;1597285955289;world
778;82;-605;1597326525612;world
771;83;-565;1597291806529;world
772;87;-626;1597331597070;world
709;73;-599;1597285955616;world
771;85;-626;1597331307728;world
772;87;-625;1597331596529;world
709;73;-600;1597285955909;world
712;79;-597;1597457023052;world
770;83;-626;1597331297925;world
772;87;-624;1597331595921;world
709;73;-601;1597285956239;world
786;82;-611;1597327036295;world
769;81;-626;1597331291812;world
772;87;-623;1597331595360;world
709;73;-602;1597285956535;world
768;79;-626;1597329589562;world
772;87;-622;1597331594821;world
772;87;-621;1597331594271;world
771;85;-621;1597331326169;world
772;87;-620;1597331593722;world
770;83;-621;1597331252326;world
772;87;-619;1597331593109;world
709;73;-606;1597285957611;world
769;81;-621;1597331257814;world
772;87;-618;1597331592421;world
709;73;-607;1597285957809;world
709;73;-608;1597285958042;world
709;73;-609;1597285958261;world
709;73;-610;1597285958413;world
726;76;-611;1597287267157;world
709;73;-611;1597285958564;world
709;73;-612;1597285958792;world
709;73;-613;1597285958982;world
709;73;-614;1597285974287;world
712;79;-611;1597457053457;world
690;68;-637;1604085515565;world
690;68;-639;1604085528434;world
690;68;-640;1604085527821;world
726;76;-597;1597286919086;world
709;72;-594;1597285939440;world
780;88;-636;1597329006816;world
712;78;-597;1597457022605;world
724;73;-614;1597285981635;world
726;77;-611;1597457056655;world
775;78;-625;1597318470263;world
709;72;-614;1597285971065;world
775;78;-623;1597318468409;world
712;78;-611;1597457052355;world
709;75;-594;1597286533889;world
782;88;-605;1597326330008;world
726;73;-594;1597285972147;world
779;82;-605;1597326525057;world
712;81;-597;1597458585252;world
726;74;-611;1597287264733;world
709;75;-614;1597286587656;world
712;81;-611;1597458794959;world
726;74;-597;1597286918035;world
709;74;-594;1597286533385;world
781;88;-636;1597329005761;world
712;80;-597;1597458584814;world
725;73;-614;1597285981835;world
726;75;-611;1597287266758;world
709;74;-614;1597286587057;world
712;80;-611;1597458794357;world
774;78;-615;1597318714570;world
726;79;-597;1597457062842;world
774;78;-613;1597318718616;world
779;88;-605;1597326308712;world
723;73;-594;1597285972735;world
776;82;-605;1597326527412;world
774;78;-605;1597326471460;world
709;77;-594;1597457240853;world
712;83;-597;1604363141286;world
726;80;-611;1597458789419;world
709;77;-614;1597458660111;world
712;83;-611;1604363153673;world
726;80;-597;1597458593449;world
778;88;-636;1597330500355;world
805;76;-609;1597372032979;world
775;81;-605;1597326533706;world
709;76;-594;1597286534401;world
774;79;-605;1597326471807;world
805;76;-604;1597372423877;world
712;82;-597;1597458585714;world
726;81;-611;1597458791157;world
722;73;-614;1597285981252;world
709;76;-614;1597286589463;world
712;82;-611;1597458796045;world
726;81;-597;1597458595158;world
726;77;-597;1597457059806;world
780;88;-605;1597326309414;world
724;73;-594;1597285972539;world
777;82;-605;1597326526459;world
726;78;-611;1597457056957;world
726;78;-597;1597457060291;world
779;88;-636;1597330533325;world
709;78;-594;1597457308847;world
723;73;-614;1597285981438;world
726;79;-611;1597457057559;world
709;78;-614;1597458682960;world
772;78;-613;1597332975942;world
777;88;-605;1597326307614;world
721;73;-594;1597287871674;world
805;79;-609;1597372038932;world
805;79;-604;1597372428926;world
776;88;-636;1597330468073;world
787;78;-636;1597328142636;world
787;78;-631;1597328123274;world
778;88;-605;1597326308213;world
722;73;-594;1597285973134;world
805;77;-609;1597372033379;world
774;80;-605;1597326472461;world
